employee_id,employee_code,first_name,last_name,gender,date_of_birth,blood_group,marital_status,role,designation,qualification,specialization,employment_type,department_id,reporting_manager_id,years_of_experience,salary,hire_date,shift_type,employment_status,email,phone_number,emergency_contact_name,emergency_contact,emergency_contact_relation,created_by,updated_by,created_date,updated_date
480,EMP000480,Kashvi,Kothari,Female,1968-07-01,O+,Married,Nurse,Chief Nursing Officer,M.Sc Nursing,Emergency,Full-time,11,\N,26,91987,2000-07-02,Evening,Active,kashvi.kothari480@apollohospital.com,9403344505,Emergency Contact,9665883398,Brother,System,System,2023-01-01,2025-01-01
481,EMP000481,Urvi,Goyal,Male,1987-02-08,O-,Divorced,Nurse,Senior Nurse,M.Sc Nursing,Ward,Full-time,5,\N,4,47799,2022-03-11,Morning,Active,urvi.goyal481@apollohospital.com,9673499601,Emergency Contact,9054857417,Mother,System,System,2023-01-01,2025-01-01
482,EMP000482,Warinder,Kothari,Male,2000-12-14,B+,Divorced,Nurse,Staff Nurse,B.Sc Nursing,NICU,Full-time,5,\N,3,39638,2023-03-28,Night,Active,warinder.kothari482@apollohospital.com,9173598488,Emergency Contact,9402155732,Spouse,System,System,2023-01-01,2025-01-01
483,EMP000483,Oliver,Bhasin,Male,1974-08-12,AB+,Married,Pharmacist,Senior Pharmacist,M.Pharm,Inventory,Full-time,8,\N,8,62240,2018-06-07,Morning,Active,oliver.bhasin483@apollohospital.com,9216667080,Emergency Contact,9850960858,Brother,System,System,2023-01-01,2025-01-01
484,EMP000484,Balvan,Som,Male,1978-06-21,A-,Divorced,Doctor,Head Consultant,MBBS,Neurology,Contract,1,\N,19,171356,2007-02-24,Morning,Active,balvan.som484@apollohospital.com,9819793164,Emergency Contact,9772512957,Sister,System,System,2023-01-01,2025-01-01
485,EMP000485,Lipika,Sarma,Male,1977-07-19,O+,Single,Nurse,Staff Nurse,GNM,Emergency,Contract,3,\N,1,36640,2025-05-01,Evening,Active,lipika.sarma485@apollohospital.com,9243958739,Emergency Contact,9592323421,Father,System,System,2023-01-01,2025-01-01
486,EMP000486,Zaid,Singhal,Female,1962-03-18,AB-,Married,Doctor,Junior Resident,MD,General Medicine,Full-time,7,\N,3,88652,2023-06-03,Evening,Active,zaid.singhal486@apollohospital.com,9264335027,Emergency Contact,9160736077,Brother,System,System,2023-01-01,2025-01-01
487,EMP000487,Deepa,Memon,Female,1992-07-19,B+,Divorced,Technician,Lab Technician,MMLT,Blood Bank,Full-time,2,\N,4,38196,2022-02-03,Morning,Active,deepa.memon487@apollohospital.com,9317955633,Emergency Contact,9185748170,Father,System,System,2023-01-01,2025-01-01
488,EMP000488,Urvi,Goel,Female,1972-07-13,AB-,Married,Doctor,Head Consultant,MBBS,Radiology,Contract,6,\N,26,209749,2000-02-12,Night,Active,urvi.goel488@apollohospital.com,9431670450,Emergency Contact,9232902822,Brother,System,System,2023-01-01,2025-01-01
489,EMP000489,Manya,Bahri,Male,2003-10-26,AB+,Married,Admin,Executive,M.Com,Finance,Full-time,3,\N,1,31934,2025-04-28,General,Active,manya.bahri489@apollohospital.com,9282251207,Emergency Contact,9346549500,Spouse,System,System,2023-01-01,2025-01-01
490,EMP000490,Omkaar,Arya,Male,2002-01-24,A+,Divorced,Pharmacist,Pharmacist,B.Pharm,Inventory,Full-time,2,\N,2,47318,2024-03-14,Morning,Active,omkaar.arya490@apollohospital.com,9210531611,Emergency Contact,9776872904,Brother,System,System,2023-01-01,2025-01-01
491,EMP000491,Triveni,Kaur,Male,1973-05-05,AB-,Divorced,Pharmacist,Pharmacy Manager,M.Pharm,Inventory,Contract,3,\N,29,101589,1997-06-22,Evening,Active,triveni.kaur491@apollohospital.com,9793238223,Emergency Contact,9116491334,Mother,System,System,2023-01-01,2025-01-01
492,EMP000492,Chatura,Raman,Male,1986-12-15,AB+,Single,Admin,Senior Executive,B.Com,Procurement,Contract,8,\N,11,46570,2015-11-19,General,Active,chatura.raman492@apollohospital.com,9906032020,Emergency Contact,9326509775,Mother,System,System,2023-01-01,2025-01-01
493,EMP000493,Bhavya,Goswami,Female,1971-04-15,O-,Single,Doctor,Senior Consultant,MS,Pulmonology,Contract,6,\N,15,149762,2011-10-09,Morning,Active,bhavya.goswami493@apollohospital.com,9457871584,Emergency Contact,9156082137,Father,System,System,2023-01-01,2025-01-01
494,EMP000494,Rayaan,Shetty,Female,1989-12-10,AB-,Married,Doctor,Senior Consultant,DM,Radiology,Full-time,8,\N,9,121532,2017-03-28,Morning,Active,rayaan.shetty494@apollohospital.com,9826832303,Emergency Contact,9589298808,Spouse,System,System,2023-01-01,2025-01-01
495,EMP000495,Madhavi,Pillay,Male,1970-12-17,B+,Single,Technician,Chief Technician,MMLT,Laboratory,Contract,10,\N,15,62201,2011-03-12,Morning,Active,madhavi.pillay495@apollohospital.com,9289634064,Emergency Contact,9686775240,Father,System,System,2023-01-01,2025-01-01
496,EMP000496,Krishna,Chahal,Male,1987-04-24,A-,Single,Pharmacist,Senior Pharmacist,B.Pharm,Clinical Pharmacy,Full-time,10,\N,10,60177,2016-10-20,Evening,Active,krishna.chahal496@apollohospital.com,9236266933,Emergency Contact,9513426192,Mother,System,System,2023-01-01,2025-01-01
497,EMP000497,Madhavi,Tella,Female,1968-11-09,A-,Divorced,Doctor,Consultant,MS,Neurology,Contract,2,\N,5,103321,2021-06-01,Night,Active,madhavi.tella497@apollohospital.com,9973741897,Emergency Contact,9215406417,Brother,System,System,2023-01-01,2025-01-01
498,EMP000498,Tarak,Patla,Female,1986-12-28,AB+,Single,Doctor,Senior Consultant,MCh,Neurology,Contract,11,\N,12,132725,2014-08-25,Night,Active,tarak.patla498@apollohospital.com,9995376601,Emergency Contact,9444856451,Father,System,System,2023-01-01,2025-01-01
499,EMP000499,Naksh,More,Male,1997-08-08,B-,Divorced,Pharmacist,Senior Pharmacist,B.Pharm,Inventory,Full-time,1,\N,6,52377,2020-10-16,Morning,Active,naksh.more499@apollohospital.com,9789969860,Emergency Contact,9919191135,Sister,System,System,2023-01-01,2025-01-01
500,EMP000500,Yadavi,Mahajan,Female,1978-07-23,AB-,Divorced,Technician,Chief Technician,BMLT,CT Scan,Full-time,2,\N,27,83296,1999-12-02,Morning,Active,yadavi.mahajan500@apollohospital.com,9660392051,Emergency Contact,9460745553,Spouse,System,System,2023-01-01,2025-01-01
