patient_insurance_id,patient_id,insurance_provider_id,policy_number,policy_holder_name,relationship_with_holder,policy_start_date,policy_end_date,coverage_amount,remaining_coverage,insurance_status,cashless_eligible,pre_authorization_number,remarks,created_by,updated_by,created_date,updated_date
5489,22698,35,POL08660051,Shruti Pillai,Self,2020-01-01,2020-12-31,300000,226764.75,Expired,True,PA105488,Policy Renewed,System,System,2020-01-01,2020-01-01
5490,5514,43,POL86543637,Tanvi Menon,Father,2020-01-01,2022-12-31,300000,137889.99,Expired,True,PA105489,Policy Renewed,System,System,2020-01-01,2020-01-01
5491,5622,8,POL28637618,Komal Reddy,Self,2020-01-01,2021-12-31,500000,367951.07,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
5492,11808,47,POL31636247,Karan Gupta,Self,2020-01-01,2020-12-31,500000,438334.02,Expired,True,PA105491,Policy Renewed,System,System,2020-01-01,2020-01-01
5493,14735,12,POL14718361,Nandini Thomas,Self,2020-01-01,2022-12-31,300000,269016.83,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
5494,27787,38,POL28268503,Sakshi Jain,Self,2020-01-01,2022-12-31,1000000,216415.82,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
5495,18333,50,POL49319220,Siddharth Pillai,Self,2020-01-01,2020-12-31,1000000,854582.41,Expired,True,PA105494,Policy Renewed,System,System,2020-01-01,2020-01-01
5496,222,28,POL97267700,Neha Joshi,Self,2020-01-01,2021-12-31,1000000,882562.17,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
5497,7418,11,POL16024312,Ananya Das,Self,2020-01-01,2020-12-31,500000,338228.08,Expired,True,PA105496,Waiting Approval,System,System,2020-01-01,2020-01-01
5498,14814,41,POL67053071,Khushi Kulkarni,Father,2020-01-01,2021-12-31,1000000,583923.07,Expired,True,PA105497,Cashless Approved,System,System,2020-01-01,2020-01-01
5499,14814,6,POL13791704,Khushi Kulkarni,Self,2021-12-31,2023-12-31,300000,86639.74,Expired,True,PA105498,Waiting Approval,System,System,2021-12-31,2021-12-31
5500,10298,16,POL84823936,Sai Chavan,Self,2020-01-01,2022-12-31,500000,195845.54,Expired,True,PA105499,Policy Renewed,System,System,2020-01-01,2020-01-01
5501,28940,31,POL07481053,Diya Yadav,Self,2020-01-01,2021-12-31,1000000,592388.1,Expired,True,PA105500,Verified,System,System,2020-01-01,2020-01-01
5502,10370,41,POL69033433,Yash Reddy,Self,2020-01-01,2021-12-31,1000000,892063.77,Expired,True,PA105501,Cashless Approved,System,System,2020-01-01,2020-01-01
5503,25551,14,POL78854342,Aditya Kulkarni,Self,2020-01-01,2022-12-31,500000,421253.74,Expired,True,PA105502,Waiting Approval,System,System,2020-01-01,2020-01-01
5504,5173,46,POL59684259,Arjun Das,Self,2020-01-01,2022-12-31,300000,179023.1,Expired,True,PA105503,Cashless Approved,System,System,2020-01-01,2020-01-01
5505,23957,39,POL91588777,Neha Mishra,Self,2020-01-01,2020-12-31,100000,82850.16,Expired,True,PA105504,System Generated,System,System,2020-01-01,2020-01-01
5506,23957,42,POL06178071,Neha Mishra,Self,2020-12-31,2022-12-31,200000,162517.34,Expired,True,PA105505,Policy Renewed,System,System,2020-12-31,2020-12-31
5507,24182,10,POL69907381,Ankit Gupta,Self,2020-01-01,2022-12-31,500000,331606.14,Expired,True,PA105506,Policy Renewed,System,System,2020-01-01,2020-01-01
5508,381,18,POL05424978,Tanvi Singh,Self,2020-01-01,2021-12-31,200000,75252.07,Expired,True,PA105507,Cashless Approved,System,System,2020-01-01,2020-01-01
5509,9254,34,POL72001043,Ishita Kapoor,Self,2020-01-01,2021-12-31,300000,143520.9,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
5510,650,1,POL29424413,Sam Iyer,Self,2020-01-01,2021-12-31,300000,99375.49,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
5511,11765,31,POL93657997,Rahul Mishra,Self,2020-01-01,2020-12-31,300000,61716.12,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
5512,13975,49,POL79076584,Kavya Chavan,Mother,2020-01-01,2022-12-31,1000000,264420.35,Expired,True,PA105511,Cashless Approved,System,System,2020-01-01,2020-01-01
5513,7457,35,POL22491650,Preeti Menon,Father,2020-01-01,2021-12-31,500000,403850.25,Expired,True,PA105512,Waiting Approval,System,System,2020-01-01,2020-01-01
5514,23453,9,POL33642571,Swati Shetty,Self,2020-01-01,2020-12-31,500000,113394.46,Expired,True,PA105513,Cashless Approved,System,System,2020-01-01,2020-01-01
5515,1823,6,POL09377732,Amit Gupta,Self,2020-01-01,2020-12-31,300000,155964.63,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
5516,27384,44,POL34465987,Sneha Yadav,Spouse,2020-01-01,2020-12-31,500000,494312.13,Expired,True,PA105515,Policy Renewed,System,System,2020-01-01,2020-01-01
5517,17282,50,POL50506306,Muskan Thomas,Spouse,2020-01-01,2021-12-31,200000,167238.27,Expired,True,PA105516,Policy Renewed,System,System,2020-01-01,2020-01-01
5518,11687,15,POL40005399,Manish Kapoor,Spouse,2020-01-01,2022-12-31,200000,160098.82,Expired,True,PA105517,Cashless Approved,System,System,2020-01-01,2020-01-01
5519,21108,27,POL83490902,Aditi Jain,Self,2020-01-01,2022-12-31,1000000,419767.01,Expired,True,PA105518,Policy Renewed,System,System,2020-01-01,2020-01-01
5520,21108,33,POL94550639,Aditi Jain,Self,2022-12-31,2024-12-30,500000,356692.09,Expired,True,PA105519,System Generated,System,System,2022-12-31,2022-12-31
5521,2153,40,POL28052959,Rohan Bose,Spouse,2020-01-01,2022-12-31,500000,299484.74,Expired,True,PA105520,Verified,System,System,2020-01-01,2020-01-01
5522,12136,21,POL63328882,Preeti Menon,Self,2020-01-01,2021-12-31,300000,209717.86,Expired,True,PA105521,Cashless Approved,System,System,2020-01-01,2020-01-01
5523,16892,11,POL21111132,Kavya Jain,Self,2020-01-01,2021-12-31,200000,109730.58,Expired,True,PA105522,Policy Renewed,System,System,2020-01-01,2020-01-01
5524,608,37,POL57197410,Preeti Mishra,Self,2020-01-01,2022-12-31,300000,187431.13,Expired,True,PA105523,System Generated,System,System,2020-01-01,2020-01-01
5525,3590,48,POL69788282,Krishna Pillai,Self,2020-01-01,2022-12-31,100000,99071.7,Expired,True,PA105524,Waiting Approval,System,System,2020-01-01,2020-01-01
5526,3590,23,POL21362212,Krishna Pillai,Self,2022-12-31,2025-12-30,300000,139035.09,Expired,True,PA105525,Verified,System,System,2022-12-31,2022-12-31
5527,6199,22,POL67830109,Krishna Kulkarni,Self,2020-01-01,2021-12-31,300000,111948.67,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
5528,6199,22,POL10585207,Krishna Kulkarni,Self,2021-12-31,2022-12-31,300000,167638.67,Expired,True,PA105527,Policy Renewed,System,System,2021-12-31,2021-12-31
5529,18430,6,POL14337239,Abhishek Bose,Self,2020-01-01,2020-12-31,500000,309728.2,Expired,True,PA105528,Cashless Approved,System,System,2020-01-01,2020-01-01
5530,21155,25,POL83097732,Raj Jain,Self,2020-01-01,2020-12-31,1000000,268503.07,Expired,True,PA105529,Cashless Approved,System,System,2020-01-01,2020-01-01
5531,8847,15,POL68784545,Aditya Kulkarni,Self,2020-01-01,2020-12-31,500000,422388.81,Expired,True,PA105530,System Generated,System,System,2020-01-01,2020-01-01
5532,14961,41,POL02639849,Priya Shetty,Self,2020-01-01,2020-12-31,500000,268821.12,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
5533,14961,43,POL67990870,Priya Shetty,Self,2020-12-31,2021-12-31,300000,159164.84,Expired,True,PA105532,Policy Renewed,System,System,2020-12-31,2020-12-31
5534,23771,37,POL92681718,Rohan Kulkarni,Spouse,2020-01-01,2020-12-31,500000,363535.94,Expired,True,PA105533,Verified,System,System,2020-01-01,2020-01-01
5535,7887,14,POL43385537,Diya Verma,Self,2020-01-01,2020-12-31,100000,81859.55,Expired,True,PA105534,Verified,System,System,2020-01-01,2020-01-01
5536,29722,32,POL34681147,Sneha Pillai,Self,2020-01-01,2022-12-31,100000,98875.22,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
5537,9113,29,POL28749521,Aryan Kulkarni,Self,2020-01-01,2022-12-31,300000,101644.73,Expired,True,PA105536,Policy Renewed,System,System,2020-01-01,2020-01-01
5538,18315,40,POL52355558,Amit Iyer,Father,2020-01-01,2022-12-31,200000,95288.91,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
5539,22232,18,POL17439237,Ankit Joshi,Self,2020-01-01,2021-12-31,500000,167302.91,Expired,True,PA105538,Policy Renewed,System,System,2020-01-01,2020-01-01
5540,23123,9,POL18868784,Siddharth Bose,Self,2020-01-01,2020-12-31,300000,271405.21,Expired,True,PA105539,Verified,System,System,2020-01-01,2020-01-01
5541,23535,21,POL22685449,Vivaan Patel,Self,2020-01-01,2021-12-31,500000,319397.3,Expired,True,PA105540,Verified,System,System,2020-01-01,2020-01-01
5542,22731,30,POL67144946,Ishita Chavan,Self,2020-01-01,2022-12-31,1000000,881952.08,Expired,True,PA105541,Cashless Approved,System,System,2020-01-01,2020-01-01
5543,3422,23,POL44334725,Swati Fernandes,Father,2020-01-01,2022-12-31,100000,98818.02,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
5544,10355,45,POL47487098,Priya Fernandes,Spouse,2020-01-01,2022-12-31,200000,128033.07,Expired,True,PA105543,System Generated,System,System,2020-01-01,2020-01-01
5545,11853,30,POL38843279,Manish Fernandes,Self,2020-01-01,2020-12-31,500000,147260.73,Expired,True,PA105544,Policy Renewed,System,System,2020-01-01,2020-01-01
5546,18088,29,POL53563699,Ankit Patel,Self,2020-01-01,2020-12-31,200000,97802.84,Expired,True,PA105545,Cashless Approved,System,System,2020-01-01,2020-01-01
5547,4253,23,POL29403429,Abhishek Yadav,Self,2020-01-01,2021-12-31,200000,45790.29,Expired,True,PA105546,Cashless Approved,System,System,2020-01-01,2020-01-01
5548,26295,44,POL59171406,Anjali Mishra,Self,2020-01-01,2022-12-31,500000,439720.38,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
5549,15542,39,POL90388471,Rohan Verma,Self,2020-01-01,2020-12-31,1000000,214309.55,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
5550,23281,25,POL40502905,Khushi Reddy,Self,2020-01-01,2022-12-31,500000,336874.0,Expired,True,PA105549,Verified,System,System,2020-01-01,2020-01-01
5551,7795,15,POL04771064,Anjali Fernandes,Self,2020-01-01,2021-12-31,300000,85471.99,Expired,True,PA105550,System Generated,System,System,2020-01-01,2020-01-01
5552,12484,12,POL35862196,Meera Gupta,Self,2020-01-01,2020-12-31,300000,61813.88,Expired,True,PA105551,System Generated,System,System,2020-01-01,2020-01-01
5553,12484,20,POL11880074,Meera Gupta,Mother,2020-12-31,2022-12-31,300000,121476.11,Expired,True,PA105552,Cashless Approved,System,System,2020-12-31,2020-12-31
5554,22436,44,POL65411330,Muskan Patel,Self,2020-01-01,2020-12-31,300000,192444.53,Expired,True,PA105553,Policy Renewed,System,System,2020-01-01,2020-01-01
5555,11238,26,POL08565378,Swati Verma,Spouse,2020-01-01,2020-12-31,300000,78021.1,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
5556,15866,11,POL87036577,Abhishek Nair,Self,2020-01-01,2020-12-31,200000,138382.06,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
5557,14403,25,POL56917010,Nikhil Kulkarni,Self,2020-01-01,2022-12-31,1000000,737593.78,Expired,True,PA105556,Waiting Approval,System,System,2020-01-01,2020-01-01
5558,7842,27,POL80399947,Khushi Shetty,Self,2020-01-01,2021-12-31,500000,487879.24,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
5559,19305,34,POL39978627,Aryan Patel,Self,2020-01-01,2020-12-31,500000,459814.83,Expired,True,PA105558,System Generated,System,System,2020-01-01,2020-01-01
5560,14178,33,POL01580576,Ananya Pandey,Self,2020-01-01,2020-12-31,1000000,653432.88,Expired,True,PA105559,Cashless Approved,System,System,2020-01-01,2020-01-01
5561,27547,27,POL11751685,Meera Pillai,Self,2020-01-01,2022-12-31,200000,166938.37,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
5562,6391,35,POL89766913,Anjali Das,Guardian,2020-01-01,2020-12-31,100000,49091.29,Expired,True,PA105561,System Generated,System,System,2020-01-01,2020-01-01
5563,21363,4,POL95490234,Ishita Singh,Self,2020-01-01,2022-12-31,500000,334284.89,Expired,True,PA105562,Cashless Approved,System,System,2020-01-01,2020-01-01
5564,9543,40,POL94096276,Komal Sharma,Self,2020-01-01,2021-12-31,1000000,522683.34,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
5565,9543,1,POL97290991,Komal Sharma,Mother,2021-12-31,2023-12-31,300000,140890.02,Expired,True,PA105564,Waiting Approval,System,System,2021-12-31,2021-12-31
5566,11604,44,POL00701457,Akash Das,Self,2020-01-01,2020-12-31,100000,78211.16,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
5567,7489,16,POL87451084,Khushi Das,Self,2020-01-01,2022-12-31,500000,218668.22,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
5568,232,20,POL60974004,Rohan Chavan,Self,2020-01-01,2021-12-31,100000,50444.18,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
5569,3273,12,POL83260290,Tanvi Khan,Spouse,2020-01-01,2022-12-31,300000,148121.18,Expired,True,PA105568,Cashless Approved,System,System,2020-01-01,2020-01-01
5570,26280,34,POL20085432,Vivaan Menon,Guardian,2020-01-01,2021-12-31,200000,179264.55,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
5571,26280,42,POL39401333,Vivaan Menon,Guardian,2021-12-31,2024-12-30,1000000,336323.58,Expired,False,,Verified,System,System,2021-12-31,2021-12-31
5572,14892,10,POL29546244,Akash Verma,Self,2020-01-01,2020-12-31,300000,151554.19,Expired,True,PA105571,Cashless Approved,System,System,2020-01-01,2020-01-01
5573,4903,3,POL33685531,Khushi Iyer,Spouse,2020-01-01,2020-12-31,500000,455147.92,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
5574,9560,8,POL20344625,Rahul Kapoor,Self,2020-01-01,2020-12-31,200000,42448.71,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
5575,9560,48,POL63626358,Rahul Kapoor,Self,2020-12-31,2021-12-31,200000,191658.72,Expired,False,,Verified,System,System,2020-12-31,2020-12-31
5576,7956,44,POL50564968,Shubham Pillai,Self,2020-01-01,2021-12-31,1000000,919120.34,Expired,True,PA105575,Verified,System,System,2020-01-01,2020-01-01
5577,7956,41,POL18322908,Shubham Pillai,Self,2021-12-31,2022-12-31,200000,106855.7,Expired,True,PA105576,Policy Renewed,System,System,2021-12-31,2021-12-31
5578,7071,6,POL27228698,Rahul Verma,Guardian,2020-01-01,2021-12-31,300000,216726.07,Expired,True,PA105577,Verified,System,System,2020-01-01,2020-01-01
5579,13142,49,POL03878205,Nikhil Jain,Father,2020-01-01,2021-12-31,200000,198570.67,Expired,True,PA105578,Cashless Approved,System,System,2020-01-01,2020-01-01
5580,13142,39,POL11922203,Nikhil Jain,Self,2021-12-31,2022-12-31,500000,321979.35,Expired,True,PA105579,Policy Renewed,System,System,2021-12-31,2021-12-31
5581,14050,49,POL10912415,Arjun Chavan,Self,2020-01-01,2022-12-31,100000,27751.9,Expired,True,PA105580,System Generated,System,System,2020-01-01,2020-01-01
5582,14050,16,POL31857128,Arjun Chavan,Self,2022-12-31,2025-12-30,300000,264873.84,Expired,False,,System Generated,System,System,2022-12-31,2022-12-31
5583,76,14,POL10625698,Khushi Thomas,Spouse,2020-01-01,2022-12-31,500000,153660.65,Expired,True,PA105582,Waiting Approval,System,System,2020-01-01,2020-01-01
5584,21842,5,POL35887059,Swati Patel,Self,2020-01-01,2020-12-31,300000,121745.2,Expired,True,PA105583,Verified,System,System,2020-01-01,2020-01-01
5585,5771,43,POL80501394,Aanya Jain,Self,2020-01-01,2020-12-31,100000,89881.23,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
5586,1109,25,POL21116091,Preeti Pandey,Self,2020-01-01,2020-12-31,500000,202411.68,Expired,True,PA105585,Policy Renewed,System,System,2020-01-01,2020-01-01
5587,26005,26,POL95948014,Sneha Jain,Self,2020-01-01,2020-12-31,300000,238820.62,Expired,True,PA105586,Verified,System,System,2020-01-01,2020-01-01
5588,26005,32,POL76116692,Sneha Jain,Self,2020-12-31,2022-12-31,100000,55813.89,Expired,True,PA105587,Cashless Approved,System,System,2020-12-31,2020-12-31
5589,7746,46,POL51080520,Amit Bose,Mother,2020-01-01,2021-12-31,300000,242339.75,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
5590,7746,29,POL54065429,Amit Bose,Self,2021-12-31,2024-12-30,1000000,385881.8,Expired,True,PA105589,System Generated,System,System,2021-12-31,2021-12-31
5591,2210,12,POL57933203,Anjali Khan,Self,2020-01-01,2022-12-31,100000,53565.24,Expired,True,PA105590,System Generated,System,System,2020-01-01,2020-01-01
5592,8256,33,POL88343970,Meera Pillai,Self,2020-01-01,2022-12-31,300000,136358.72,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
5593,2387,24,POL65788145,Muskan Pandey,Self,2020-01-01,2021-12-31,500000,199617.62,Expired,True,PA105592,Verified,System,System,2020-01-01,2020-01-01
5594,749,42,POL98232588,Rahul Pillai,Guardian,2020-01-01,2022-12-31,100000,45154.39,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
5595,749,41,POL27666711,Rahul Pillai,Self,2022-12-31,2023-12-31,100000,45839.38,Expired,True,PA105594,Waiting Approval,System,System,2022-12-31,2022-12-31
5596,16288,46,POL11171623,Nandini Yadav,Self,2020-01-01,2020-12-31,300000,289290.77,Expired,True,PA105595,Verified,System,System,2020-01-01,2020-01-01
5597,25671,44,POL51007656,Manish Fernandes,Self,2020-01-01,2020-12-31,500000,313292.13,Expired,True,PA105596,Cashless Approved,System,System,2020-01-01,2020-01-01
5598,17204,29,POL63822141,Aditya Shetty,Self,2020-01-01,2021-12-31,100000,56964.18,Expired,True,PA105597,Policy Renewed,System,System,2020-01-01,2020-01-01
5599,17204,30,POL55163212,Aditya Shetty,Self,2021-12-31,2024-12-30,500000,301327.43,Expired,True,PA105598,Waiting Approval,System,System,2021-12-31,2021-12-31
5600,19684,36,POL95105622,Krishna Singh,Self,2020-01-01,2022-12-31,500000,498452.39,Expired,True,PA105599,Cashless Approved,System,System,2020-01-01,2020-01-01
5601,7468,16,POL55968708,Tanvi Bose,Self,2020-01-01,2021-12-31,200000,144574.26,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
5602,7468,47,POL95588590,Tanvi Bose,Self,2021-12-31,2024-12-30,300000,228836.79,Expired,True,PA105601,Policy Renewed,System,System,2021-12-31,2021-12-31
5603,2360,44,POL28087496,Vivaan Iyer,Self,2020-01-01,2021-12-31,1000000,450897.46,Expired,True,PA105602,Waiting Approval,System,System,2020-01-01,2020-01-01
5604,2360,8,POL85217050,Vivaan Iyer,Self,2021-12-31,2023-12-31,200000,115446.03,Expired,True,PA105603,Cashless Approved,System,System,2021-12-31,2021-12-31
5605,1600,11,POL70190048,Akash Menon,Self,2020-01-01,2021-12-31,300000,104175.69,Expired,True,PA105604,System Generated,System,System,2020-01-01,2020-01-01
5606,477,10,POL24088067,Abhishek Yadav,Self,2020-01-01,2022-12-31,500000,374075.78,Expired,True,PA105605,Verified,System,System,2020-01-01,2020-01-01
5607,477,45,POL33617295,Abhishek Yadav,Father,2022-12-31,2023-12-31,100000,47559.56,Expired,True,PA105606,Waiting Approval,System,System,2022-12-31,2022-12-31
5608,25195,7,POL68880043,Priya Pandey,Father,2020-01-01,2020-12-31,100000,79863.07,Expired,True,PA105607,Verified,System,System,2020-01-01,2020-01-01
5609,21295,50,POL43158396,Muskan Joshi,Self,2020-01-01,2022-12-31,100000,37052.9,Expired,True,PA105608,Waiting Approval,System,System,2020-01-01,2020-01-01
5610,11716,14,POL27713446,Harsh Fernandes,Self,2020-01-01,2020-12-31,200000,104560.48,Expired,True,PA105609,System Generated,System,System,2020-01-01,2020-01-01
5611,15460,33,POL17355507,Nandini Das,Self,2020-01-01,2020-12-31,100000,57694.75,Expired,True,PA105610,Verified,System,System,2020-01-01,2020-01-01
5612,4049,3,POL98187747,Preeti Bose,Self,2020-01-01,2022-12-31,500000,166610.14,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
5613,8475,20,POL95460713,Vihaan Iyer,Spouse,2020-01-01,2020-12-31,1000000,255672.88,Expired,True,PA105612,Policy Renewed,System,System,2020-01-01,2020-01-01
5614,22723,6,POL31837332,Priya Sharma,Self,2020-01-01,2021-12-31,100000,45365.42,Expired,True,PA105613,Verified,System,System,2020-01-01,2020-01-01
